Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN13039,2,1,0,3,meal_plan_1,0,room_type1,42,3/22/2018,offline,0,0,0,76.05,1,not_canceled
INN13040,2,0,0,2,not_selected,0,room_type1,46,10/19/2018,online,0,0,0,107.55,2,not_canceled
INN13041,2,2,0,1,meal_plan_1,0,room_type6,131,7/15/2018,online,0,0,0,177.3,0,canceled
INN13042,3,0,1,2,meal_plan_1,0,room_type4,217,9/23/2018,online,0,0,0,159.3,1,canceled
INN13043,2,0,1,3,meal_plan_1,0,room_type4,52,11/9/2017,offline,0,0,0,60,0,not_canceled
INN13044,2,0,1,3,meal_plan_1,0,room_type1,32,10/24/2018,offline,0,0,0,85,0,not_canceled
INN13045,2,0,1,2,meal_plan_1,0,room_type1,60,11/18/2018,online,0,0,0,93.6,1,not_canceled
INN13046,1,0,0,2,not_selected,0,room_type1,25,6/1/2018,online,0,0,0,104,1,not_canceled
INN13047,2,0,1,3,meal_plan_1,0,room_type1,14,11/5/2017,offline,0,0,0,43.5,0,not_canceled
INN13048,1,0,0,2,meal_plan_1,0,room_type1,192,6/24/2018,offline,0,0,0,95,0,not_canceled
INN13049,2,0,2,3,meal_plan_1,0,room_type1,85,7/24/2017,online,0,0,0,76.5,0,canceled
INN13050,2,0,0,2,meal_plan_2,0,room_type1,265,6/24/2018,offline,0,0,0,115,1,canceled
INN13051,2,0,0,3,meal_plan_1,0,room_type4,39,5/17/2018,online,0,0,0,140.4,1,not_canceled
INN13052,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,offline,0,0,0,130,0,canceled
INN13053,2,2,2,1,meal_plan_1,0,room_type6,153,6/12/2018,online,0,0,0,189.9,0,canceled
INN13054,2,0,2,4,not_selected,0,room_type1,116,7/16/2018,online,0,0,0,96,1,not_canceled
INN13055,1,0,1,3,meal_plan_1,0,room_type1,6,9/21/2017,online,0,0,0,114,1,not_canceled
INN13056,2,0,1,2,meal_plan_2,0,room_type1,2,6/13/2018,online,0,0,0,145.67,2,not_canceled
INN13057,2,0,0,2,meal_plan_1,0,room_type1,30,6/2/2018,offline,0,0,0,140,0,not_canceled
INN13058,2,0,0,2,meal_plan_2,0,room_type1,39,8/14/2017,offline,0,0,0,109,0,not_canceled
INN13059,2,0,1,0,not_selected,0,room_type1,130,9/18/2018,online,0,0,0,118.8,1,canceled
INN13060,2,0,0,1,not_selected,0,room_type1,17,10/27/2018,online,0,0,0,110,2,not_canceled
INN13061,2,0,1,4,meal_plan_1,0,room_type1,2,8/19/2017,online,0,0,0,102.8,1,not_canceled
INN13062,2,0,2,1,meal_plan_1,0,room_type4,0,3/6/2018,online,0,0,0,110,1,not_canceled
INN13063,2,1,2,2,meal_plan_1,0,room_type1,16,12/4/2017,offline,0,0,0,92.85,0,not_canceled
INN13064,1,0,1,1,meal_plan_1,0,room_type1,118,6/6/2018,offline,0,0,0,110,0,not_canceled
INN13065,2,0,0,1,meal_plan_1,0,room_type1,0,8/11/2017,online,0,0,0,99,0,not_canceled
INN13066,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,offline,0,0,0,111,0,canceled
INN13067,1,0,0,1,meal_plan_1,0,room_type1,7,11/3/2018,corporate,0,0,0,79,0,not_canceled
INN13068,2,0,2,2,not_selected,0,room_type1,143,8/26/2018,online,0,0,0,85.5,0,canceled
INN13069,2,0,0,1,meal_plan_1,0,room_type1,5,12/28/2018,online,0,0,0,84.8,0,not_canceled
INN13070,2,0,0,1,not_selected,0,room_type1,31,9/6/2018,online,0,0,0,87.3,1,not_canceled
INN13071,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,offline,0,0,0,115,1,canceled
INN13072,2,0,1,4,meal_plan_1,0,room_type4,109,11/21/2018,online,0,0,0,97.75,2,not_canceled
INN13073,2,0,1,2,meal_plan_1,0,room_type4,185,12/16/2018,online,0,0,0,103.5,0,not_canceled
INN13074,2,0,0,3,meal_plan_1,0,room_type1,98,12/29/2017,offline,0,0,0,59.5,1,not_canceled
INN13075,1,0,1,2,meal_plan_1,0,room_type1,2,9/21/2017,offline,0,0,0,77,0,not_canceled
INN13076,1,0,2,0,meal_plan_1,0,room_type1,20,12/4/2018,corporate,0,0,0,67,0,not_canceled
INN13077,2,0,0,3,meal_plan_1,0,room_type4,40,10/28/2017,offline,0,0,0,75,0,not_canceled
INN13078,2,0,1,2,meal_plan_1,0,room_type1,94,12/4/2017,online,0,0,0,72.25,3,not_canceled
INN13079,2,0,1,3,meal_plan_1,0,room_type1,210,10/8/2017,offline,0,0,0,72.75,0,not_canceled
INN13080,1,0,1,0,meal_plan_1,0,room_type1,7,7/11/2018,online,0,0,0,154,1,not_canceled
INN13081,2,0,1,4,meal_plan_1,0,room_type4,128,8/17/2018,online,0,0,0,122.4,0,canceled
INN13082,2,0,0,2,meal_plan_1,0,room_type1,263,10/21/2018,offline,0,0,0,110,0,canceled
INN13083,2,0,0,3,meal_plan_1,0,room_type1,44,2/17/2018,offline,0,0,0,75,0,not_canceled
INN13084,2,0,1,2,meal_plan_1,0,room_type1,29,11/6/2017,offline,0,0,0,63,0,not_canceled
INN13085,2,0,1,0,meal_plan_1,0,room_type1,17,6/13/2018,online,0,0,0,101,1,not_canceled
INN13086,1,0,0,1,meal_plan_1,0,room_type1,99,2/19/2018,corporate,0,0,0,81,0,not_canceled
INN13087,1,0,0,2,meal_plan_1,0,room_type1,5,5/24/2018,complementary,0,0,0,0,0,not_canceled
INN13088,2,0,0,2,meal_plan_2,0,room_type1,291,8/19/2018,offline,0,0,0,115,0,canceled
INN13089,2,0,0,3,meal_plan_1,0,room_type4,8,4/21/2018,online,0,0,0,146,0,not_canceled
INN13090,2,0,1,2,meal_plan_1,0,room_type1,181,5/23/2018,online,0,0,0,118,2,canceled
INN13091,2,0,2,4,meal_plan_1,0,room_type4,20,5/29/2018,online,0,0,0,121.25,1,not_canceled
INN13092,2,0,0,2,meal_plan_1,0,room_type1,0,8/11/2017,online,0,0,0,124,0,not_canceled
INN13093,2,0,2,2,meal_plan_1,0,room_type4,55,1/29/2018,online,0,0,0,84.45,1,not_canceled
INN13094,2,0,0,4,meal_plan_1,0,room_type4,58,10/18/2018,online,0,0,0,95.48,1,not_canceled
INN13095,2,0,2,2,meal_plan_1,0,room_type1,90,12/4/2017,online,0,0,0,72.25,1,not_canceled
INN13096,2,0,1,2,meal_plan_1,0,room_type1,70,1/15/2018,offline,0,0,0,40.67,0,not_canceled
INN13097,2,0,0,1,not_selected,0,room_type1,104,7/16/2018,online,0,0,0,94.5,0,canceled
INN13098,1,0,0,1,meal_plan_1,0,room_type1,6,10/29/2017,offline,0,0,0,130,0,not_canceled
INN13099,2,0,2,2,meal_plan_1,0,room_type1,72,2/13/2018,offline,0,0,0,60,0,not_canceled
INN13100,3,0,2,2,meal_plan_1,0,room_type4,28,5/22/2018,online,0,0,0,149.15,0,canceled
INN13101,2,1,1,0,meal_plan_1,0,room_type1,25,7/18/2018,online,0,0,0,186.5,2,not_canceled
INN13102,2,0,0,4,meal_plan_1,0,room_type1,132,7/5/2018,online,0,0,0,105.83,0,canceled
INN13103,1,0,0,1,not_selected,0,room_type1,51,10/27/2018,online,0,0,0,64.45,1,not_canceled
INN13104,2,0,0,1,not_selected,0,room_type1,13,7/8/2018,online,0,0,0,137,0,canceled
INN13105,2,0,0,2,meal_plan_1,0,room_type1,245,6/17/2018,offline,0,0,0,75,0,canceled
INN13106,2,0,0,2,meal_plan_1,0,room_type1,141,7/1/2018,online,0,0,0,96.3,1,not_canceled
INN13107,1,0,2,3,meal_plan_1,0,room_type1,132,10/8/2018,online,0,0,0,113.4,1,canceled
INN13108,2,0,2,1,not_selected,0,room_type1,1,9/20/2017,online,0,0,0,91.2,0,not_canceled
INN13109,2,1,2,5,meal_plan_1,0,room_type1,194,8/24/2018,online,0,0,0,111.11,2,canceled
INN13110,2,0,0,3,meal_plan_1,0,room_type4,53,6/9/2018,online,0,0,0,134.4,1,canceled
INN13111,2,0,1,2,meal_plan_1,0,room_type1,40,10/10/2018,offline,0,0,0,85.5,0,not_canceled
INN13112,2,0,0,1,not_selected,0,room_type1,0,12/23/2018,online,0,0,0,80,0,not_canceled
INN13113,2,0,0,3,not_selected,0,room_type1,260,9/22/2018,online,0,0,0,113.4,0,canceled
INN13114,2,0,0,3,meal_plan_1,1,room_type1,203,8/10/2018,online,0,0,0,105.3,1,canceled
INN13115,2,0,1,3,meal_plan_1,0,room_type1,322,5/19/2018,offline,0,0,0,80,0,canceled
INN13116,2,0,0,1,not_selected,0,room_type1,8,5/25/2018,online,0,0,0,119,0,not_canceled
INN13117,1,0,1,0,meal_plan_1,0,room_type4,5,9/12/2018,aviation,0,0,0,110,0,canceled
INN13118,2,2,0,1,not_selected,0,room_type6,3,8/11/2017,online,0,0,0,153,0,not_canceled
INN13119,2,0,2,2,meal_plan_1,0,room_type1,40,5/13/2018,online,0,0,0,126.9,1,not_canceled
INN13120,1,0,0,1,meal_plan_1,0,room_type1,0,2/16/2018,corporate,1,2,3,65,0,not_canceled
INN13121,2,0,1,2,meal_plan_1,0,room_type1,273,5/13/2018,offline,0,0,0,95,0,canceled
INN13122,1,0,0,1,not_selected,0,room_type1,71,7/11/2017,online,0,0,0,51.96,0,not_canceled
INN13123,2,0,0,4,not_selected,0,room_type1,8,10/28/2017,online,0,0,0,109.25,0,not_canceled
INN13124,2,0,1,3,not_selected,0,room_type1,26,11/17/2018,online,0,0,0,57.59,1,not_canceled
INN13125,2,0,0,2,meal_plan_1,0,room_type1,177,6/3/2018,offline,0,0,0,100,0,canceled
INN13126,2,0,1,2,meal_plan_1,0,room_type1,418,9/26/2018,offline,0,0,0,75,0,canceled
INN13127,3,0,2,0,meal_plan_1,0,room_type4,68,4/24/2018,online,0,0,0,133.2,2,not_canceled
INN13128,1,0,0,2,meal_plan_1,0,room_type1,1,1/27/2018,online,0,0,0,71.7,0,not_canceled
INN13129,2,0,2,1,not_selected,0,room_type1,39,2/13/2018,online,0,0,0,67.5,1,not_canceled
INN13130,2,0,0,2,not_selected,0,room_type1,77,12/6/2018,online,0,0,0,79.2,2,not_canceled
INN13131,2,0,2,3,not_selected,0,room_type1,53,3/6/2018,online,0,0,0,65.75,0,not_canceled
INN13132,2,0,0,2,meal_plan_2,0,room_type1,257,7/1/2017,offline,0,0,0,101.5,0,canceled
INN13133,2,0,1,2,meal_plan_1,0,room_type1,22,11/25/2018,online,0,0,0,79.2,0,not_canceled
INN13134,2,0,0,2,meal_plan_1,0,room_type4,32,3/4/2018,online,0,0,0,105.4,2,not_canceled
INN13135,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,offline,0,0,0,130,0,canceled
INN13136,2,0,0,1,meal_plan_1,0,room_type1,1,4/8/2018,online,0,0,0,101,1,not_canceled
INN13137,2,0,1,2,meal_plan_1,0,room_type1,280,9/19/2018,offline,0,0,0,110,0,canceled
INN13138,2,0,1,3,not_selected,0,room_type1,153,6/30/2018,online,0,0,0,80.75,2,not_canceled
INN13139,2,0,0,2,meal_plan_2,0,room_type1,273,7/17/2017,offline,0,0,0,109,0,canceled
INN13140,2,0,0,3,meal_plan_1,0,room_type1,183,9/8/2018,offline,0,0,0,110,1,canceled
INN13141,2,2,0,1,meal_plan_1,0,room_type6,18,4/22/2018,online,0,0,0,197,0,canceled
INN13142,2,0,0,3,meal_plan_1,0,room_type1,59,11/2/2018,online,0,0,0,71.1,2,not_canceled
INN13143,1,0,1,3,meal_plan_1,0,room_type1,27,9/3/2017,online,0,0,0,90.25,0,not_canceled
INN13144,2,0,1,4,meal_plan_1,1,room_type1,5,3/21/2018,online,0,0,0,128,1,not_canceled
INN13145,1,2,0,3,not_selected,0,room_type2,211,5/31/2018,online,0,0,0,91.36,1,canceled
INN13146,1,0,1,0,not_selected,0,room_type1,131,10/10/2018,online,0,0,0,108,0,canceled
INN13147,2,0,1,3,meal_plan_1,0,room_type1,192,8/8/2018,online,0,0,0,72.75,1,not_canceled
INN13148,2,0,1,3,meal_plan_1,0,room_type1,103,7/18/2018,offline,0,0,0,72.25,0,canceled
INN13149,2,0,1,3,meal_plan_1,0,room_type1,332,9/22/2018,online,0,0,0,77.23,2,not_canceled
INN13150,2,0,1,0,meal_plan_1,0,room_type1,19,9/19/2018,offline,0,0,0,118.15,0,canceled
INN13151,1,0,0,1,meal_plan_1,0,room_type1,15,2/19/2018,corporate,0,0,0,81,0,not_canceled
INN13152,2,2,0,3,meal_plan_1,1,room_type6,154,6/28/2018,online,0,0,0,177.3,3,not_canceled
INN13153,2,0,1,3,meal_plan_1,0,room_type1,223,10/3/2018,online,0,0,0,102.85,0,canceled
INN13154,2,0,0,1,not_selected,0,room_type1,5,2/12/2018,online,0,0,0,80,0,not_canceled
INN13155,2,0,2,3,not_selected,0,room_type1,23,10/30/2018,online,0,0,0,99,1,canceled
INN13156,2,0,1,1,meal_plan_1,0,room_type1,112,7/18/2018,online,0,0,0,104.5,1,not_canceled
INN13157,2,0,1,3,meal_plan_1,0,room_type2,147,4/4/2018,online,0,0,0,96.5,1,canceled
INN13158,2,0,1,4,meal_plan_1,0,room_type4,51,8/31/2018,online,0,0,0,123.3,0,canceled
INN13159,1,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,offline,0,0,0,87,0,not_canceled
INN13160,2,0,2,3,meal_plan_1,0,room_type1,108,7/30/2018,offline,0,0,0,81.25,0,not_canceled
INN13161,1,0,0,1,meal_plan_1,0,room_type1,28,10/29/2017,offline,0,0,0,130,0,not_canceled
INN13162,2,0,2,0,meal_plan_1,0,room_type1,36,8/14/2018,online,0,0,0,135.9,1,not_canceled
INN13163,2,1,0,1,meal_plan_1,0,room_type4,79,12/27/2018,online,0,0,0,126,2,not_canceled
INN13164,2,0,0,2,meal_plan_1,0,room_type1,48,11/4/2018,online,0,0,0,97.2,2,not_canceled
INN13165,2,0,1,0,not_selected,0,room_type1,15,9/5/2018,online,0,0,0,119,0,not_canceled
INN13166,3,0,1,3,meal_plan_1,0,room_type4,93,8/22/2018,online,0,0,0,150.3,0,canceled
INN13167,2,0,0,3,meal_plan_1,0,room_type2,43,1/14/2018,online,0,0,0,86.75,0,canceled
INN13168,2,0,1,3,not_selected,0,room_type1,48,7/25/2018,offline,0,0,0,63.75,0,not_canceled
INN13169,2,0,0,3,meal_plan_1,0,room_type2,87,12/29/2017,online,0,0,0,95.7,1,not_canceled
INN13170,2,0,0,5,meal_plan_1,0,room_type1,140,12/29/2017,offline,0,0,0,70,0,not_canceled
INN13171,1,0,1,4,meal_plan_1,0,room_type1,34,2/8/2018,online,0,0,0,73.9,0,not_canceled
INN13172,2,2,2,1,meal_plan_1,0,room_type6,66,8/14/2018,online,0,0,0,207.9,0,canceled
INN13173,2,0,0,5,meal_plan_1,0,room_type1,129,8/9/2018,online,0,0,0,83.61,2,not_canceled
INN13174,2,0,1,3,meal_plan_1,0,room_type1,37,9/21/2017,online,0,0,0,145.8,2,not_canceled
INN13175,3,0,1,2,meal_plan_1,0,room_type4,95,5/2/2018,online,0,0,0,159.3,2,canceled
INN13176,2,0,2,6,meal_plan_1,0,room_type1,205,8/20/2018,online,0,0,0,92.01,1,not_canceled
INN13177,2,0,2,0,meal_plan_2,0,room_type1,275,4/17/2018,offline,0,0,0,110,0,canceled
INN13178,1,0,1,1,meal_plan_1,0,room_type1,10,9/19/2018,corporate,1,0,1,104,0,not_canceled
INN13179,2,0,0,3,not_selected,0,room_type1,88,12/15/2018,online,0,0,0,79.2,1,not_canceled
INN13180,2,0,2,1,meal_plan_1,0,room_type2,11,1/2/2018,online,0,0,0,83.58,0,not_canceled
INN13181,2,0,2,0,not_selected,0,room_type1,36,5/22/2018,offline,0,0,0,92.88,0,canceled
INN13182,2,0,1,2,meal_plan_1,0,room_type4,53,5/13/2018,online,0,0,0,149.4,1,not_canceled
INN13183,2,0,2,5,meal_plan_1,0,room_type1,13,10/18/2017,online,0,0,0,128.71,1,not_canceled
INN13184,2,0,0,3,meal_plan_1,0,room_type4,5,4/21/2018,online,0,0,0,136,1,not_canceled
INN13185,3,0,1,3,meal_plan_1,0,room_type4,246,12/26/2018,online,0,0,0,104.55,0,not_canceled
INN13186,2,0,1,3,meal_plan_1,0,room_type1,62,4/25/2018,online,0,0,0,76.91,1,not_canceled
INN13187,2,0,0,1,meal_plan_2,0,room_type1,55,4/6/2018,offline,0,0,0,104,0,not_canceled
INN13188,2,0,1,2,meal_plan_1,0,room_type4,58,4/22/2018,online,0,0,0,118.8,0,canceled
INN13189,2,0,0,3,meal_plan_1,0,room_type4,59,3/9/2018,online,0,0,0,87.3,1,not_canceled
INN13190,2,0,2,2,meal_plan_1,0,room_type1,24,5/8/2018,complementary,0,0,0,0,0,not_canceled
INN13191,1,0,1,2,meal_plan_1,0,room_type1,10,11/28/2018,online,0,0,0,98.33,2,not_canceled
INN13192,1,0,0,1,meal_plan_1,0,room_type1,26,10/21/2017,corporate,0,0,0,65,0,not_canceled
INN13193,2,0,1,0,not_selected,0,room_type1,256,11/27/2018,online,0,0,0,67.5,2,not_canceled
INN13194,1,0,2,3,meal_plan_1,0,room_type4,13,2/28/2018,online,0,0,0,118,0,not_canceled
INN13195,2,0,0,4,meal_plan_1,0,room_type4,5,11/10/2017,online,0,0,0,76.58,1,not_canceled
INN13196,2,0,2,3,meal_plan_1,0,room_type1,120,6/18/2018,offline,0,0,0,80.75,3,not_canceled
INN13197,2,0,2,1,meal_plan_2,0,room_type1,124,8/8/2017,offline,0,0,0,94.5,0,canceled
INN13198,2,0,0,2,meal_plan_1,0,room_type1,245,6/17/2018,offline,0,0,0,75,0,canceled
INN13199,2,0,1,2,meal_plan_1,0,room_type1,193,6/20/2018,offline,0,0,0,120,0,canceled
INN13200,2,0,1,3,meal_plan_2,0,room_type1,210,10/8/2017,offline,0,0,0,86,0,canceled
INN13201,2,0,1,3,meal_plan_2,0,room_type1,210,10/8/2017,offline,0,0,0,86,0,canceled
INN13202,2,0,0,2,meal_plan_1,0,room_type1,29,12/2/2018,corporate,0,0,0,85,0,not_canceled
INN13203,2,0,1,2,meal_plan_1,0,room_type1,25,12/23/2018,online,0,0,0,104,0,canceled
INN13204,1,0,1,3,meal_plan_1,0,room_type4,25,11/7/2018,online,0,0,0,146.2,0,not_canceled
INN13205,2,0,2,1,meal_plan_1,0,room_type1,79,12/19/2017,offline,0,0,0,70,1,not_canceled
INN13206,3,0,0,2,meal_plan_1,0,room_type4,5,12/2/2018,online,0,0,0,166.5,2,not_canceled
INN13207,2,0,0,2,meal_plan_2,0,room_type1,56,9/17/2017,offline,0,0,0,82,0,not_canceled
INN13208,2,0,1,1,not_selected,0,room_type1,268,10/1/2018,online,0,0,0,95.4,0,canceled
INN13209,2,0,0,1,meal_plan_1,0,room_type1,105,4/6/2018,offline,0,0,0,75,0,canceled
INN13210,2,0,0,2,meal_plan_2,0,room_type1,346,9/13/2018,offline,0,0,0,115,1,canceled
INN13211,2,0,2,1,meal_plan_1,0,room_type1,44,4/23/2018,offline,0,0,0,95,1,not_canceled
INN13212,2,0,2,5,meal_plan_1,0,room_type6,57,9/3/2018,online,0,0,0,135.99,1,not_canceled
INN13213,1,0,0,1,meal_plan_1,0,room_type1,5,9/22/2017,corporate,0,0,0,65,0,not_canceled
INN13214,2,1,0,3,meal_plan_1,0,room_type1,159,5/26/2018,online,0,0,0,119.85,1,canceled
INN13215,1,0,2,2,meal_plan_1,0,room_type1,115,2/27/2018,offline,0,0,0,76,0,not_canceled
INN13216,2,0,0,2,meal_plan_1,1,room_type1,54,6/2/2018,offline,0,0,0,94.5,0,not_canceled
INN13217,2,0,0,3,not_selected,0,room_type1,128,7/7/2018,online,0,0,0,103.5,0,canceled
INN13218,2,0,0,3,meal_plan_1,0,room_type1,101,5/5/2018,online,0,0,0,126.9,1,not_canceled
INN13219,2,0,2,1,meal_plan_1,0,room_type1,75,6/26/2018,offline,0,0,0,80.75,0,not_canceled
INN13220,2,0,1,3,meal_plan_1,0,room_type4,127,9/1/2018,online,0,0,0,143.1,0,canceled
INN13221,2,0,0,1,meal_plan_1,0,room_type1,4,4/21/2018,online,0,0,0,101,1,not_canceled
INN13222,2,0,0,2,meal_plan_2,0,room_type1,39,8/14/2017,offline,0,0,0,109,0,not_canceled
INN13223,2,0,2,0,not_selected,0,room_type1,29,9/18/2018,online,0,0,0,122.55,0,canceled
INN13224,2,0,0,2,meal_plan_1,1,room_type7,4,1/22/2018,complementary,0,0,0,1,1,not_canceled
INN13225,2,0,1,2,not_selected,0,room_type1,47,11/11/2018,online,0,0,0,79.2,1,canceled
INN13226,2,0,1,2,meal_plan_1,0,room_type1,86,5/20/2018,offline,0,0,0,65,1,not_canceled
INN13227,1,0,1,2,meal_plan_1,0,room_type1,3,8/17/2017,online,0,0,0,117.33,0,not_canceled
INN13228,2,0,1,5,meal_plan_1,0,room_type4,116,8/22/2018,online,0,0,0,131.4,0,canceled
INN13229,2,0,0,2,not_selected,0,room_type1,220,9/2/2018,online,0,0,0,85.5,0,canceled
INN13230,2,0,0,3,meal_plan_1,0,room_type1,148,5/5/2018,online,0,0,0,105.3,0,not_canceled
INN13231,1,0,0,1,not_selected,0,room_type1,36,10/13/2018,online,0,0,0,102.6,0,canceled
INN13232,2,2,0,1,meal_plan_1,1,room_type6,1,8/24/2018,online,0,0,0,228,2,not_canceled
INN13233,2,0,1,3,not_selected,0,room_type1,63,3/10/2018,online,0,0,0,63.75,1,not_canceled
INN13234,2,0,0,1,meal_plan_1,0,room_type1,33,11/26/2018,online,0,0,0,113,1,not_canceled
INN13235,2,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,105,0,not_canceled
INN13236,1,0,0,1,meal_plan_1,0,room_type1,147,10/27/2018,online,0,0,0,85.5,2,canceled
INN13237,2,0,0,3,meal_plan_1,0,room_type1,213,6/7/2018,offline,0,0,0,130,0,canceled
INN13238,2,0,0,1,meal_plan_1,0,room_type4,17,6/4/2018,online,0,0,0,156,1,not_canceled
INN13239,2,0,0,2,meal_plan_2,0,room_type1,63,9/4/2017,offline,0,0,0,116,0,not_canceled
INN13240,1,0,0,3,meal_plan_1,0,room_type1,14,9/15/2017,online,0,0,0,114,1,not_canceled
INN13241,2,0,2,2,not_selected,0,room_type1,96,4/10/2018,online,0,0,0,76.93,0,not_canceled
INN13242,2,2,0,2,meal_plan_1,0,room_type6,27,7/6/2018,online,0,0,0,231,0,canceled
INN13243,2,0,0,3,not_selected,0,room_type1,8,8/19/2017,online,0,0,0,81,2,not_canceled
INN13244,2,0,0,5,meal_plan_2,0,room_type1,1,4/12/2018,offline,0,0,0,120,0,not_canceled
INN13245,1,0,0,4,meal_plan_1,0,room_type4,191,8/30/2018,online,0,0,0,84.43,2,canceled
INN13246,2,0,0,3,meal_plan_1,0,room_type2,77,9/21/2018,online,0,0,0,127.38,3,not_canceled
INN13247,2,0,0,2,meal_plan_2,0,room_type1,265,6/24/2018,offline,0,0,0,115,1,canceled
INN13248,1,0,1,2,meal_plan_1,0,room_type1,0,3/7/2018,offline,0,0,0,75,0,not_canceled
INN13249,1,0,0,2,meal_plan_1,0,room_type1,164,10/2/2017,offline,0,0,0,100,0,not_canceled
INN13250,2,0,1,2,meal_plan_1,0,room_type1,12,5/30/2018,online,0,0,0,100.87,0,canceled
INN13251,2,1,1,3,meal_plan_1,0,room_type1,45,6/30/2018,online,0,0,0,126.9,1,canceled
INN13252,1,0,0,3,meal_plan_1,0,room_type1,63,1/19/2018,offline,0,0,0,71,0,not_canceled
INN13253,2,0,0,3,meal_plan_1,0,room_type1,2,6/8/2018,online,0,0,0,73.07,2,not_canceled
INN13254,1,0,0,2,meal_plan_2,0,room_type1,346,9/13/2018,offline,0,0,0,90,0,not_canceled
INN13255,2,0,2,0,not_selected,0,room_type1,75,4/17/2018,online,0,0,0,99,0,not_canceled
INN13256,2,0,0,3,meal_plan_1,0,room_type1,304,11/3/2018,offline,0,0,0,89,0,canceled
INN13257,1,0,0,1,meal_plan_1,0,room_type4,3,4/29/2018,offline,0,0,0,127.8,0,not_canceled
INN13258,1,0,0,1,meal_plan_1,0,room_type1,28,10/29/2017,offline,0,0,0,130,0,not_canceled
INN13259,2,0,1,2,meal_plan_1,0,room_type1,305,11/4/2018,offline,0,0,0,89,0,canceled
INN13260,2,0,2,2,meal_plan_1,0,room_type4,22,2/12/2018,online,0,0,0,80.8,0,canceled
INN13261,2,0,1,0,not_selected,0,room_type1,1,12/5/2018,online,0,0,0,88,1,not_canceled
INN13262,1,0,0,2,meal_plan_1,0,room_type1,12,6/8/2018,offline,0,0,0,90,1,not_canceled
INN13263,2,0,0,1,not_selected,0,room_type1,80,9/29/2018,online,0,0,0,125.1,1,canceled
INN13264,2,0,1,2,meal_plan_1,0,room_type1,54,11/11/2018,online,0,0,0,96,1,not_canceled
INN13265,2,0,0,2,meal_plan_1,1,room_type1,85,4/7/2018,online,0,0,0,95.5,1,not_canceled
INN13266,1,0,0,1,meal_plan_1,0,room_type1,152,1/20/2018,offline,0,0,0,71,0,not_canceled
INN13267,2,0,0,3,meal_plan_1,0,room_type4,14,6/28/2018,online,0,0,0,152.67,1,canceled
INN13268,1,0,0,2,meal_plan_1,0,room_type1,5,8/18/2017,corporate,1,0,1,65,0,not_canceled
INN13269,2,0,0,1,meal_plan_2,0,room_type1,2,9/30/2017,offline,0,0,0,112.2,0,not_canceled
INN13270,2,0,0,3,meal_plan_1,0,room_type1,1,2/10/2018,online,0,0,0,91.33,0,not_canceled
INN13271,2,0,1,1,meal_plan_1,0,room_type1,79,4/2/2018,online,0,0,0,87.3,0,canceled
INN13272,2,0,1,0,meal_plan_1,0,room_type1,5,8/21/2018,online,0,0,0,167,0,canceled
INN13273,2,0,1,3,meal_plan_2,0,room_type1,210,10/8/2017,offline,0,0,0,86,0,canceled
INN13274,2,0,0,1,not_selected,0,room_type1,11,1/22/2018,online,0,0,0,68.5,1,not_canceled
INN13275,2,0,0,2,meal_plan_1,0,room_type1,11,1/1/2018,offline,0,0,0,61.5,1,not_canceled
INN13276,2,0,1,2,meal_plan_1,0,room_type1,136,5/30/2018,online,0,0,0,105.6,1,canceled
INN13277,3,0,0,4,meal_plan_1,0,room_type4,27,12/7/2018,online,0,0,0,171.44,1,not_canceled
INN13278,1,0,0,1,meal_plan_1,0,room_type1,1,9/15/2017,complementary,1,0,1,0,0,not_canceled
INN13279,1,0,0,2,meal_plan_1,0,room_type1,32,11/20/2017,offline,0,0,0,73,0,not_canceled
INN13280,2,0,2,4,meal_plan_1,0,room_type4,98,5/21/2018,online,0,0,0,132.6,1,not_canceled
INN13281,1,0,2,2,meal_plan_1,0,room_type1,6,8/30/2017,online,0,0,0,95.5,2,not_canceled
INN13282,2,0,0,2,meal_plan_1,0,room_type1,92,4/19/2018,online,0,0,0,96.3,0,canceled
INN13283,2,0,0,0,meal_plan_1,0,room_type1,6,11/11/2017,online,0,0,0,0,1,not_canceled
INN13284,2,0,0,3,meal_plan_1,1,room_type1,37,3/24/2018,online,0,0,0,126.6,1,not_canceled
INN13285,2,0,2,2,meal_plan_1,0,room_type4,110,4/10/2018,online,0,0,0,93.08,3,not_canceled
INN13286,2,0,0,1,meal_plan_1,0,room_type1,0,9/27/2018,online,0,0,0,138.99,0,not_canceled
INN13287,2,0,1,2,meal_plan_1,0,room_type1,1,6/17/2018,offline,0,0,0,75,1,not_canceled
INN13288,2,0,1,0,not_selected,0,room_type1,12,12/5/2018,online,0,0,0,88,0,not_canceled
